,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
373,Santiago del Estero,-27.8,-64.26,78.55,58,52,10.07,AR,1608080065
374,Bétaré Oya,5.6,14.08,69.85,34,22,2.3,CM,1608080065
375,Nanortalik,60.14,-45.24,27.45,89,88,8.19,GL,1608080065
376,Filingué,14.35,3.32,76.15,19,1,7.43,NE,1608080065
377,Bathsheba,13.22,-59.52,77.0,83,20,6.93,BB,1608080065
378,Pahrump,36.21,-115.98,36.48,24,1,3.36,US,1608080065
379,Lata,40.16,-8.33,57.02,81,100,5.01,PT,1608079913
380,Hay River,60.82,-115.8,-16.6,75,100,4.7,CA,1608080066
381,Rawson,-43.3,-65.1,72.37,23,97,18.7,AR,1608079912
382,Russell,32.35,-85.2,48.51,70,90,6.93,US,1608080066
383,Dinard,48.63,-2.06,47.21,87,0,21.92,FR,1608080066
384,Khandyga,62.67,135.6,-45.31,77,100,0.74,RU,1608080066
385,Saint-Michel-des-Saints,46.68,-73.92,-6.0,86,46,8.25,CA,1608080066
386,São Raimundo Nonato,-9.02,-42.7,76.86,49,100,2.1,BR,1608080067
387,Kassala,15.45,36.4,68.11,69,2,6.33,SD,1608080067
388,Sunggal,3.58,98.62,73.4,100,40,2.24,ID,1608080067
389,Kuznechikha,57.22,42.33,15.57,97,93,2.53,RU,1608080067
390,Hambantota,6.12,81.12,71.6,100,20,3.36,LK,1608079995
391,Praia da Vitória,38.73,-27.07,57.54,93,40,8.5,PT,1608079908
392,Dubrovka,53.69,33.51,26.87,98,100,2.75,RU,1608080067
393,Luanda,-8.84,13.23,75.2,83,20,5.82,AO,1608079808
394,Ţahţā,26.77,31.5,52.83,50,0,8.05,EG,1608079929
395,Bayanday,53.07,105.51,10.27,94,100,4.09,RU,1608080068
396,Gizo Government Station,-8.1,156.84,85.5,72,100,9.95,SB,1608079908
397,Nechanice,50.24,15.63,37.13,86,90,3.36,CZ,1608080068
398,Puerto Baquerizo Moreno,-0.9,-89.6,71.28,85,88,8.48,EC,1608080068
399,Mil'kovo,54.72,158.62,20.08,94,100,9.15,RU,1608080068
400,Tymovskoye,50.85,142.66,5.61,92,100,11.92,RU,1608080069
401,Saint-Leu,-21.15,55.28,67.6,88,34,3.36,RE,1608080069
402,Flagstaff,35.2,-111.65,30.52,26,1,8.05,US,1608080069
403,Bouar,5.93,15.6,69.76,27,0,5.53,CF,1608080069
404,Bell Ville,-32.63,-62.69,66.0,54,0,1.01,AR,1608080069
405,Plettenberg Bay,-34.05,23.37,61.27,83,24,4.85,ZA,1608080069
406,Necochea,-38.55,-58.74,55.0,59,0,14.79,AR,1608080069
407,Srednekolymsk,67.45,153.68,-21.48,87,100,6.29,RU,1608080070
408,Cayenne,4.93,-52.33,78.8,94,75,2.24,GF,1608079774
409,Port Hardy,50.7,-127.42,43.5,100,90,4.7,CA,1608080070
410,Heze,35.24,115.44,29.64,75,37,3.11,CN,1608079820
411,Samarinda,-0.5,117.15,81.21,80,100,3.31,ID,1608079820
412,Saýat,38.78,63.88,28.94,91,0,7.58,TM,1608080070
413,Gigmoto,13.78,124.39,82.22,76,69,14.41,PH,1608080070
414,Gisborne,-38.65,178.0,75.0,63,0,3.0,NZ,1608080071
415,Farafangana,-22.82,47.83,71.69,81,94,3.74,MG,1608080071
416,Boca Raton,26.36,-80.08,74.82,83,40,2.39,US,1608080071
417,Leh,34.17,77.58,2.82,74,82,0.74,IN,1608080071
418,Crotone,39.09,17.12,46.0,78,21,4.54,IT,1608080072
419,Rock Sound,24.9,-76.2,76.8,77,2,5.91,BS,1608080072
420,Coalinga,36.14,-120.36,53.42,57,0,4.99,US,1608080072
421,Viedma,-40.81,-63.0,60.01,51,48,4.0,AR,1608079946
422,Caravelas,-17.71,-39.25,74.01,91,0,4.79,BR,1608080072
423,San Luis,-33.3,-66.34,67.33,25,0,13.27,AR,1608079898
424,Lesnoy,57.62,63.08,16.83,89,100,8.39,RU,1608080072
425,Kalmar,56.66,16.36,42.89,93,100,4.7,SE,1608080072
426,Sabang,5.89,95.32,80.44,75,93,4.54,ID,1608080073
427,Nyagan,62.14,65.39,9.23,96,98,4.18,RU,1608080073
428,Pisco,-13.7,-76.22,67.57,82,0,16.11,PE,1608079799
429,Aykhal,66.0,111.5,-18.4,75,90,8.95,RU,1608080073
430,Noumea,-22.28,166.46,84.2,58,40,19.46,NC,1608080073
431,Reconquista,-29.15,-59.65,74.03,66,12,9.24,AR,1608079812
432,Long Xuyen,10.38,105.42,77.0,100,20,2.24,VN,1608080073
433,Marinette,45.1,-87.63,21.69,79,90,3.36,US,1608080074
434,Daru,-9.08,143.21,84.63,78,29,9.13,PG,1608080074
435,Lindsay,36.2,-119.09,53.55,50,1,5.82,US,1608080011
436,Tres Arroyos,-38.37,-60.28,55.72,42,0,10.29,AR,1608080074
437,Hachinohe,40.5,141.5,24.8,79,75,13.87,JP,1608080074
438,Cadillac,44.25,-85.4,18.46,79,90,4.7,US,1608080074
439,Buala,-8.14,159.59,85.21,75,100,10.74,SB,1608080074
440,Sechura,-5.56,-80.82,71.22,71,29,12.53,PE,1608080075
441,Araucária,-25.59,-49.41,65.17,100,75,6.93,BR,1608079998
442,Hammerfest,70.66,23.68,30.2,92,65,9.17,NO,1608079917
443,Dubovka,49.06,44.83,23.0,85,90,8.95,RU,1608080075
444,Zhigansk,66.77,123.37,-40.49,80,40,4.88,RU,1608080016
445,Hobyo,5.35,48.53,76.35,74,0,17.74,SO,1608080075
446,Nizhnyaya Tavda,57.67,66.17,12.15,93,55,7.63,RU,1608080075
447,Vaitape,-16.52,-151.75,81.55,76,99,16.89,PF,1608080075
448,Pavlikeni,43.24,25.32,37.69,100,90,3.4,BG,1608080076
449,Brockville,44.58,-75.68,9.21,60,1,8.05,CA,1608079784
450,Limerick,52.66,-8.62,48.67,100,75,19.46,IE,1608080076
451,Carnarvon,-24.87,113.63,75.2,78,75,20.8,AU,1608079993
452,Iralaya,15.0,-83.23,77.5,86,0,9.15,HN,1608080076
453,Seoul,37.57,126.98,17.6,37,1,4.7,KR,1608079981
454,Anadyr,64.75,177.48,19.4,73,75,11.18,RU,1608080076
455,Auki,-8.77,160.7,86.52,68,100,7.27,SB,1608080077
456,Santa Maria,-29.68,-53.81,77.0,61,0,2.91,BR,1608080077
457,Nemuro,43.32,145.57,24.8,49,20,12.75,JP,1608080077
458,Celestún,20.87,-90.4,74.59,88,55,4.54,MX,1608080077
459,Laramie,41.31,-105.59,16.29,66,1,6.93,US,1608080077
460,Kansk,56.2,95.72,7.47,91,88,12.97,RU,1608080077
461,Goundam,16.41,-3.67,75.49,24,0,9.64,ML,1608080077
462,Vredendal,-31.67,18.5,60.39,68,0,3.42,ZA,1608080078
463,Khambhāliya,22.21,69.67,64.98,60,5,13.0,IN,1608080078
464,Andenes,69.31,16.12,34.99,80,55,9.17,NO,1608080078
465,Qaqortoq,60.72,-46.03,39.2,35,0,27.51,GL,1608079790
466,Petawawa,45.9,-77.33,3.13,65,1,3.36,CA,1608080078
467,Srikakulam,18.3,83.9,68.52,80,66,5.39,IN,1608080006
468,Christchurch,-43.53,172.63,70.95,60,8,12.75,NZ,1608080079
469,Muisne,0.6,-80.03,74.97,82,60,4.65,EC,1608080079
470,Gushikawa,26.35,127.87,59.95,77,90,12.75,JP,1608080079
471,Naze,28.37,129.48,58.12,67,75,10.29,JP,1608080079
472,Cururupu,-1.83,-44.87,75.88,88,100,2.53,BR,1608080079
473,Quryq,43.2,51.65,33.8,82,0,26.69,KZ,1608080079
474,Galyugayevskaya,43.7,44.93,19.4,100,98,2.24,RU,1608080079
475,Linhares,-19.39,-40.07,70.93,94,0,3.47,BR,1608079909
476,Viçosa,-20.75,-42.88,78.01,74,100,5.99,BR,1608079874
477,Poum,-20.23,164.02,80.06,71,6,8.79,NC,1608080080
478,Port Macquarie,-31.43,152.92,77.86,88,90,12.75,AU,1608080080
479,Batticaloa,7.71,81.69,77.11,78,81,4.79,LK,1608080080
480,Abnūb,27.27,31.15,50.0,61,0,5.82,EG,1608080080
481,Kiunga,-6.12,141.29,81.28,79,97,1.66,PG,1608079917
482,Sydney,-33.87,151.21,78.21,74,75,17.22,AU,1608080054
483,Horsham,51.06,-0.33,47.88,87,40,6.93,GB,1608079903
484,Vila Velha,-20.33,-40.29,77.0,83,20,8.05,BR,1608080081
485,Gamba,-2.65,10.0,77.13,90,100,8.01,GA,1608080081
486,Mirpur Sakro,24.55,67.63,53.6,58,0,10.29,PK,1608080081
487,Vanimo,-2.67,141.3,79.34,81,100,2.42,PG,1608080081
488,Yangi Marg`ilon,40.43,71.72,30.2,86,75,2.24,UZ,1608080082
489,Dicabisagan,17.08,122.42,77.43,84,100,7.2,PH,1608080082
490,Namie,37.48,141.0,36.0,66,71,2.19,JP,1608080082
491,Mathbaria,22.29,89.96,64.69,59,0,5.84,BD,1608080082
492,Sicheviţa,44.73,21.85,39.0,85,75,6.58,RO,1608080082
493,Aginskoye,51.1,114.53,-2.94,84,0,2.75,RU,1608080082
494,Sola,-13.88,167.55,81.81,77,54,9.01,VU,1608080082
495,Nikolayevka,53.13,47.2,19.69,96,100,6.78,RU,1608080083
496,Puerto Ayacucho,5.66,-67.62,76.14,88,97,2.95,VE,1608080083
497,Roblin,51.23,-101.36,5.31,95,100,6.17,CA,1608080083
498,Novy Urengoy,66.08,76.63,-6.38,88,100,16.49,RU,1608080083
499,Flin Flon,54.77,-101.86,-2.2,84,90,5.82,CA,1608080083
500,Macaúbas,-13.02,-42.7,69.8,69,30,4.07,BR,1608080083
501,Iquitos,-3.75,-73.25,77.0,94,40,2.24,PE,1608079985
502,Angoche,-16.23,39.91,78.98,77,100,8.46,MZ,1608080084
503,College,64.86,-147.8,8.6,71,90,4.7,US,1608079827
504,Olafsvik,64.89,-23.71,38.08,84,100,31.27,IS,1608079935
505,Khasan,42.43,130.64,10.4,76,0,26.75,RU,1608080084
506,Meadow Lake,34.8,-106.54,32.88,47,20,11.41,US,1608080084
507,Xining,36.62,101.77,9.97,84,52,1.95,CN,1608080085
508,Tyrma,50.08,132.17,-13.09,82,26,4.34,RU,1608080085
509,Normandin,48.83,-72.53,-7.6,69,23,13.87,CA,1608080085
510,Kingaroy,-26.53,151.83,78.8,65,75,5.82,AU,1608080085
511,Guerrero Negro,27.98,-114.06,62.29,39,0,12.46,MX,1608080085
512,Troitsko-Pechorsk,62.71,56.2,15.33,96,100,6.76,RU,1608080086
513,Uttarkāshi,30.73,78.45,42.73,43,0,6.49,IN,1608080086
514,São Gabriel da Cachoeira,-0.13,-67.09,73.69,96,92,2.71,BR,1608079910
515,Bonthe,7.53,-12.51,79.83,83,95,5.19,SL,1608080086
516,Sarakhs,36.54,61.16,23.0,92,0,2.24,IR,1608080086
517,Sorong,-0.88,131.25,84.47,73,99,9.44,ID,1608080086
518,Campbellsville,37.34,-85.34,36.81,69,90,8.05,US,1608079951
519,Itoman,26.12,127.67,60.42,67,75,18.34,JP,1608080087
520,Angoram,-4.06,144.07,86.45,78,99,1.68,PG,1608080087
521,Palmer,42.16,-72.33,25.84,30,20,5.82,US,1608080007
522,Dibulla,11.27,-73.31,76.62,82,74,7.27,CO,1608080087
523,Opunake,-39.46,173.86,62.26,71,36,15.86,NZ,1608080087
524,Ketchikan,55.34,-131.65,42.8,87,90,14.99,US,1608080087
525,Matara,5.95,80.54,74.19,91,84,6.13,LK,1608080088
526,Basse-Pointe,14.87,-61.12,73.81,100,0,3.36,MQ,1608080088
527,Sur,22.57,59.53,69.15,45,15,11.21,OM,1608080088
528,Barra,-11.09,-43.14,78.28,55,83,4.59,BR,1608080088
529,Padang,-0.95,100.35,80.69,72,100,2.48,ID,1608080015
530,Rāja Sānsi,31.72,74.8,42.8,100,90,4.7,IN,1608080088
531,Wajima,37.4,136.9,30.2,92,90,8.05,JP,1608080089
532,Kedrovyy,56.17,91.82,10.4,78,40,15.66,RU,1608080089
533,Taoudenni,22.68,-3.98,66.24,26,0,7.94,ML,1608080089
534,Melilla,35.29,-2.94,51.64,76,0,2.24,ES,1608080089
535,Grants,35.15,-107.85,28.4,50,1,18.34,US,1608080089
536,Rancho Palos Verdes,33.74,-118.39,60.48,68,0,11.1,US,1608080089
537,Mtambile,-5.38,39.7,78.26,84,7,9.93,TZ,1608080089
538,Waycross,31.21,-82.35,51.06,62,90,9.17,US,1608080090
539,Dzaoudzi,-12.79,45.27,80.6,83,75,5.82,YT,1608080090
540,Santa Vitória do Palmar,-33.52,-53.37,65.39,81,64,13.42,BR,1608080090
541,Yarim,14.3,44.38,45.21,53,0,1.97,YE,1608080090
542,Saint Anthony,45.02,-93.22,23.76,49,90,4.7,US,1608079820
543,Forsytheganj,52.63,29.73,30.83,98,100,4.83,BY,1608080090
544,Faya,18.39,42.45,50.0,70,0,2.19,SA,1608080090
545,Antibes,43.56,7.13,49.35,87,75,10.29,FR,1608079872
546,Beitbridge,-22.22,30.0,72.18,87,100,15.26,ZW,1608080091
547,Quatre Cocos,-20.21,57.76,77.0,94,40,14.99,MU,1608080091
